source	target
Beckwith-Wiedemann Syndrome	Silver-Russell Syndrome
Bed Occupancy	Hospital Bed Capacity
Bees	Honey
Bees	Propolis
Behavior	Genetics, Behavioral
Behavior Therapy	Behavior Control
Mental Disorders	Mentally Ill Persons
Atropa belladonna	Belladonna Alkaloids
Benzazepines	Azepines
Benzazepines	Dibenzazepines
Benzidines	Carcinogens
Benzimidazoles	Imidazoles
Benzo(a)pyrene	Bay-Region, Polycyclic Aromatic Hydrocarbon
Bereavement	Grief
beta-Galactosidase	Gangliosidosis, GM1
beta-N-Acetylhexosaminidases	Sandhoff Disease
beta-N-Acetylhexosaminidases	Tay-Sachs Disease
Bibliography as Topic	Documentation
Cholestasis, Extrahepatic	Jaundice, Obstructive
Bile Ducts	Cholangiography
Bile Ducts	Cholangiopancreatography, Endoscopic Retrograde
Bile Ducts	Portoenterostomy, Hepatic
Biliary Tract	Cholagogues and Choleretics
Biliary Tract	Cholangiography
Biliary Tract	Cholecystography
Biliary Tract Diseases	Cholangiography
Bilirubin	Hyperbilirubinemia
Binding Sites	Protein Binding
Binding Sites	Receptors, Cell Surface
Binding Sites, Antibody	Antibody Affinity
Biocompatible Materials	Biomimetic Materials
Biocompatible Materials	Materials Testing
Bioethics	Ethicists
Bioethics	Ethics, Medical
Biofeedback, Psychology	Feedback
Organelle Biogenesis	Origin of Life
Biogenic Amines	Receptors, Biogenic Amine
Biography as Topic	Autobiography as Topic
Biological Clocks	Circadian Rhythm
Biological Clocks	Sleep Disorders, Circadian Rhythm
Biological Factors	Biological Products
Biological Products	Biological Factors
Biological Transport	Cell Membrane Permeability
Biological Transport	Diffusion
Biological Transport	Maternal-Fetal Exchange
Biological Transport	Membrane Transport Proteins
Biological Transport	Mucociliary Clearance
Biological Transport	Proton-Motive Force
Biological Transport, Active	Ion Pumps
Biological Warfare	Violence
Biomedical Engineering	Biomedical Technology
Biomedical Engineering	Electronics, Medical
Biomedical Engineering	Medical Informatics Applications
Bionics	Cybernetics
Biopharmaceutics	Drug Compounding
Biopolymers	DNA
Biopolymers	Polysaccharides
Biopolymers	RNA
Bioprosthesis	Transplants
Biotechnology	Genetic Engineering
Biotechnology	Recombinant Proteins
Biotin	Avidin
Biotin	Biotinidase Deficiency
Biotin	Holocarboxylase Synthetase Deficiency
Biotin	Multiple Carboxylase Deficiency
Birds	Avian Proteins
Birth Weight	Infant, Low Birth Weight
Birth Weight	Infant, Very Low Birth Weight
Urinary Bladder	Administration, Intravesical
Urinary Bladder	Cystectomy
Urinary Bladder	Cystoscopy
Urinary Bladder	Cystostomy
Urinary Bladder	Urinary Catheterization
Blast Crisis	Lymphocyte Activation
Blastomyces	Onygenales
Bleeding Time	Platelet Activation
Blepharoptosis	Blepharoplasty
Blindness	Sensory Aids
Blindness	Vision, Low
Blood	Hematopoiesis
Blood	Occult Blood
Blood Bactericidal Activity	Antimicrobial Cationic Peptides
Blood Bactericidal Activity	Serum Bactericidal Antibody Assay
Blood Bactericidal Activity	Serum Bactericidal Test
Blood Circulation	Cardiovascular System
Blood Circulation	Hemodynamics
Blood Circulation	Hyperemia
Blood Circulation	Ischemia
Blood Circulation	Plethysmography
Blood Circulation	Pulsatile Flow
Blood Coagulation	Anticoagulants
Blood Coagulation	Blood Coagulation Tests
Blood Coagulation	Coagulants
Blood Coagulation	Hemostatics
Blood Coagulation	Partial Thromboplastin Time
Blood Coagulation	Prothrombin Time
Blood Coagulation	Thrombin Time
Blood Coagulation	Thrombosis
Blood Coagulation	Whole Blood Coagulation Time
Blood Coagulation Factors	Coagulants
Blood Coagulation Tests	Blood Coagulation
Blood Component Removal	Hematopoietic Stem Cell Mobilization
Blood Glucose	Glucose Clamp Technique
Blood Glucose	Glucose Tolerance Test
Blood Glucose	Glycemic Index
Blood Glucose	Hemoglobin A, Glycosylated
Blood Glucose	Hyperglycemia
Blood Glucose	Hypoglycemia
Blood Group Antigens	Coombs Test
Blood Group Antigens	Isoantibodies
Blood Platelets	Platelet Activation
Blood Platelets	Platelet Adhesiveness
Blood Platelets	Platelet Aggregation
Blood Platelets	Platelet Aggregation Inhibitors
Blood Platelets	Platelet Count
Blood Platelets	Platelet Function Tests
Blood Platelets	Platelet Transfusion
Blood Platelets	Plateletpheresis
Blood Platelets	Thrombocytopenia
Blood Platelets	Thrombocytosis
Blood Pressure	Hypertension
Blood Pressure	Hypotension
Blood Protein Electrophoresis	Immunoelectrophoresis
Blood Proteins	Protein Binding
Blood Proteins	Serpins
Blood Substitutes	Artificial Cells
Blood Substitutes	Bloodless Medical and Surgical Procedures
Blood Transfusion	Blood Group Incompatibility
Blood Transfusion	Blood Grouping and Crossmatching
Blood Transfusion, Autologous	Operative Blood Salvage
Blood Vessel Prosthesis	Blood Vessel Prosthesis Implantation
Blood Vessels	Angiography
Blood Vessels	Vascular Resistance
Blood Vessels	Vascular Surgical Procedures
Blood Vessels	Vasomotor System
Blood Viscosity	Hemorheology
Blood Volume	Fluid Shifts
Blood Volume	Hypovolemia
Blood-Brain Barrier	Capillary Permeability
Blood-Retinal Barrier	Capillary Permeability
Blood-Testis Barrier	Capillary Permeability
Bloodletting	Phlebotomy
Body Burden	Drug Residues
Body Burden	In Vivo Dosimetry
Body Burden	Pesticide Residues
Body Composition	Anthropometry
Body Fluids	Dehydration
Body Fluids	Fluid Shifts
Body Fluids	Radioisotope Dilution Technique
Body Temperature	Fever
Body Temperature	Thermography
Body Temperature	Thermometers
Body Weight	Obesity
Body Weights and Measures	Anthropometry
Bombesin	Receptors, Bombesin
Bonding, Human-Pet	Pets
Bone and Bones	Arthrodesis
Bone and Bones	Calcification, Physiologic
Bone and Bones	Osteogenesis
Bone and Bones	Osteotomy
Bone Diseases	Fractures, Bone
Bone Lengthening	Tissue Expansion
Bone Marrow Cells	Bone Marrow Examination
Bone Nails	Bone Screws
Bone Nails	Bone Wires
Bone Regeneration	Bone Density Conservation Agents
Bone Regeneration	Bony Callus
Bone Regeneration	Fracture Healing
Bone Resorption	Alveolar Bone Loss
Bone Resorption	Osteoclasts
Bone Screws	Bone Nails
Bone Screws	Bone Wires
Bone Wires	Bone Nails
Bone Wires	Bone Screws
Book Industry	Publishing
Books	Bibliotherapy
Bordetella pertussis	Pertussis Vaccine
Bordetella pertussis	Virulence Factors, Bordetella
Botany	Ethnobotany
Botany	Plants
Botulinum Toxins	Botulism
Botulism	Botulinum Toxins
Brachial Plexus	Brachial Plexus Neuropathies
Brachial Plexus	Thoracic Outlet Syndrome
Bradykinin	Receptors, Bradykinin
Brain	Cerebral Decortication
Brain	Psychosurgery
Brain Abscess	Empyema, Subdural
Brain Edema	Intracranial Hypertension
Breast	Lactation
Breast	Mammaplasty
Breast	Mammary Glands, Animal
Breast	Mammography
Breast	Mastectomy
Breast Feeding	Bottle Feeding
Breast Feeding	Milk, Human
Breast Neoplasms	Breast Cancer Lymphedema
Breathing Exercises	Yoga
Bridged-Ring Compounds	Fused-Ring Compounds
Bridged-Ring Compounds	Heterocyclic Compounds, Bridged-Ring
Bridged-Ring Compounds	Macrocyclic Compounds
Bridged-Ring Compounds	Polycyclic Aromatic Hydrocarbons
Bromine	Bromine Radioisotopes
Bromosuccinimide	Succinates
Bronchi	Bronchoconstrictor Agents
Bronchi	Bronchodilator Agents
Bronchi	Bronchography
Bronchi	Bronchoscopy
Bronchoscopy	Bronchoscopes
Bronchoscopy	Catheterization, Peripheral
Bulimia	Bulimia Nervosa
Bundle of His	Bundle-Branch Block
Bundle-Branch Block	Bundle of His
Buprenorphine	Opiate Substitution Treatment
Butanes	Cyclobutanes
Butyrophenones	Antipsychotic Agents
Cachexia	HIV Wasting Syndrome
Cachexia	Wasting Syndrome
Cadmium	Cadmium Radioisotopes
Calcaneus	Heel
Calcification, Physiologic	Bone Development
Calcification, Physiologic	Osteogenesis
Calcinosis	Chondrocalcinosis
Calcitonin	Receptors, Calcitonin
Calcitriol	Receptors, Calcitriol
Calcium	Calcium Isotopes
Calcium	Calcium Radioisotopes
Calcium	Hypercalcemia
Calcium	Hypocalcemia
Calcium Channel Blockers	Anti-Arrhythmia Agents
Calcium Channel Blockers	Antihypertensive Agents
Calcium Channel Blockers	Vasodilator Agents
Calcium Pyrophosphate	Chondrocalcinosis
Calculi	Lithiasis
Calculi	Lithotripsy
Bony Callus	Fractures, Bone
Bony Callus	Osteogenesis
Cancer Care Facilities	Oncology Service, Hospital
Cannabinoids	Receptors, Cannabinoid
Cannabis	Cannabinoids
Cannabis	Marijuana Abuse
Cannabis	Marijuana Smoking
Capillaries	Capillary Action
Capillary Action	Capillaries
Capillary Permeability	Blood-Air Barrier
Capillary Permeability	Blood-Aqueous Barrier
Capillary Permeability	Blood-Brain Barrier
Capillary Permeability	Blood-Nerve Barrier
Capillary Permeability	Blood-Retinal Barrier
Capillary Permeability	Blood-Testis Barrier
Capillary Permeability	Capillary Leak Syndrome
Capillary Permeability	Transendothelial and Transepithelial Migration
Carbamoyl-Phosphate Synthase (Ammonia)	Carbamoyl-Phosphate Synthase I Deficiency Disease
Carbohydrates	Dietary Carbohydrates
Carbon	Carbon Isotopes
Carbon	Carbon Radioisotopes
Carbon Dioxide	Capnography
Carbon Dioxide	Hypercapnia
Carbon Dioxide	Hypocapnia
Carbuncle	Furunculosis
Carcinogens	Anticarcinogenic Agents
Carcinogens	Cocarcinogenesis
Carcinogens	Mutagens
Carcinogens	Oncogenic Viruses
Carcinoma, Non-Small-Cell Lung	Adenocarcinoma
Carcinoma, Non-Small-Cell Lung	Carcinoma, Large Cell
Carcinoma, Non-Small-Cell Lung	Carcinoma, Small Cell
Carcinoma, Non-Small-Cell Lung	Carcinoma, Squamous Cell
Cardiac Pacing, Artificial	Pacemaker, Artificial
Cardiac Volume	Stroke Volume
Cardiolipins	Antibodies, Anticardiolipin
Cardiolipins	Antiphospholipid Syndrome
Cardiolipins	Syphilis Serodiagnosis
Cardiology	Cardiovascular Diseases
Cardiology	Heart Diseases
Cardiology	Vascular Diseases
Cardiopulmonary Bypass	Heart Bypass, Left
Cardiopulmonary Bypass	Heart-Lung Machine
Cardiovascular System	Blood Circulation
Cariogenic Agents	Diet, Cariogenic
Cariostatic Agents	Fluoridation
Carotid Body	Carotid Body Tumor
Carotid Sinus	Pressoreceptors
Carrageenan	Chondrus
Carrier State	Disease Reservoirs
Cartilage	Chondroitin
Cartilage Diseases	Ellis-Van Creveld Syndrome
Cartilage Diseases	Epiphyses, Slipped
Cartilage Diseases	Osteochondritis
Cassia	Senna Extract
Castor Bean	Castor Oil
Castration	Eunuchism
Catalepsy	Cataplexy
Catalepsy	Catatonia
Catalepsy	Freezing Reaction, Cataleptic
Cataplexy	Catalepsy
Cataract Extraction	Aphakia, Postcataract
Cataract Extraction	Lenses, Intraocular
Cataract Extraction	Pseudophakia
Catastrophic Illness	Insurance, Major Medical
Catatonia	Catalepsy
Catecholamines	Receptors, Catecholamine
Catheterization	Catheters, Indwelling
Catheterization	Venous Cutdown
Catheterization, Central Venous	Central Venous Catheters
Catheterization, Central Venous	Venous Cutdown
Catheterization, Swan-Ganz	Pulmonary Wedge Pressure
Catheters, Indwelling	Infusion Pumps, Implantable
Cauda Equina	Spinal Cord
Cautery	Electrocoagulation
Cecostomy	Surgical Stomas
Cecum	Cecostomy
Celiac Disease	Enteropathy-Associated T-Cell Lymphoma
Celiac Disease	Sprue, Tropical
Celiac Disease	Wheat Hypersensitivity
Cell Communication	Intercellular Junctions
Cell Communication	Second Messenger Systems
Cell Communication	Signal Transduction
Cell Count	Blood Cell Count
Cell Count	Sperm Count
Cell Cycle	Cell Cycle Proteins
Cell Cycle	Genes, cdc
Cell Differentiation	Antigens, Differentiation
Cell Differentiation	Cell Lineage
Cell Division	Cell Cycle Proteins
Cell Division	Genes, cdc
Cell Fractionation	Subcellular Fractions
Cell Fusion	Hybrid Cells
Cell Line, Transformed	Cell Transformation, Neoplastic
Cell Line, Transformed	Cell Transformation, Viral
Cell Membrane	Intracellular Membranes
Cell Membrane	Membrane Fluidity
Cell Membrane	Membrane Fusion
Cell Membrane	Membrane Glycoproteins
Cell Membrane	Membrane Lipids
Cell Membrane	Membrane Potentials
Cell Membrane	Membrane Proteins
Cell Membrane	Nuclear Envelope
Cell Membrane	Osmotic Fragility
Cell Membrane	Synaptic Membranes
Cell Membrane Permeability	Ionophores
Cell Migration Inhibition	Cell Migration Assays
Cell Migration Inhibition	Leukocyte Migration-Inhibitory Factors
Cell Migration Inhibition	Macrophage Migration-Inhibitory Factors
Cell Movement	Cell Tracking
Cell Nucleolus	Nucleolus Organizer Region
Cell Nucleus	Cell Compartmentation
Cell Nucleus	Karyometry
Cell Separation	Blood Component Removal
Cell Separation	Plasmapheresis
Cell Transformation, Neoplastic	Antigens, Differentiation
Cell Transformation, Viral	Antigens, Viral, Tumor
Cells, Cultured	Cell Culture Techniques
Cells, Cultured	Coculture Techniques
Cells, Cultured	Diffusion Chambers, Culture
Cellulitis	Cellulite
Cellulose	Cellophane
Cellulose	Paper
Cementation	Dental Cements
Centrifugation	Gravity, Altered
Centrifugation	Hypergravity
Centrifugation	Ultracentrifugation
Centromere	DNA, Satellite
Ceramides	Fabry Disease
Cerebral Aqueduct	Cerebral Ventriculography
Cerebral Arteries	Cerebral Angiography
Cerebral Cortex	Cerebral Decortication
Cerebral Cortex	Cortical Spreading Depression
Cerebral Cortex	Electroencephalography
Cerebral Veins	Cerebral Angiography
Cerebral Ventricles	Cerebral Ventriculography
Cerebral Ventricles	Injections, Intraventricular
Cerebral Ventricles	Ventriculostomy
Cerebroside-Sulfatase	Leukodystrophy, Metachromatic
Cerebrospinal Fluid	Blood-Brain Barrier
Ceremonial Behavior	Appetitive Behavior
Cerium	Cerium Isotopes
Cerium	Cerium Radioisotopes
Certification	Accreditation
Certification	Licensure
Certification	Specialty Boards
Cervical Plexus	Cervical Plexus Block
Cervical Rib Syndrome	Cervical Rib
Uterine Cervical Dysplasia	Cervical Intraepithelial Neoplasia
Uterine Cervical Dysplasia	Uterine Cervical Neoplasms
Uterine Cervical Neoplasms	Cervical Intraepithelial Neoplasia
Uterine Cervical Neoplasms	Uterine Cervical Dysplasia
Cervix Uteri	Colposcopy
Cesarean Section	Vaginal Birth after Cesarean
Cesium	Cesium Isotopes
Cesium	Cesium Radioisotopes
Cestoda	Anticestodal Agents
Cestode Infections	Anticestodal Agents
Charcot-Marie-Tooth Disease	Myelin P0 Protein
Charities	Gift Giving
Charities	Uncompensated Care
Chediak-Higashi Syndrome	Aleutian Mink Disease
Chelating Agents	Antidotes
Chelating Agents	Iron Chelating Agents
Chemical Warfare	Decontamination
Chemical Warfare	Gas Poisoning
Chemical Warfare Agents	Tear Gases
Pharmacological and Toxicological Phenomena and Processes	Pharmacologic Actions
Chemistry	Alchemy
Chemistry	Brain Chemistry
Chemistry	Neurochemistry
Chemistry Techniques, Analytical	Autoanalysis
Chemistry, Clinical	Clinical Chemistry Tests
Chemistry, Pharmaceutical	Biopharmaceutics
Chemistry, Pharmaceutical	Drug Compounding
Chemistry, Pharmaceutical	Technology, Pharmaceutical
Chemotactic Factors	Pheromones
Chemotaxis	Chemoreceptor Cells
Chemotaxis	Chemotactic Factors
Chest Pain	Angina Pectoris
Child	Minors
Child	Only Child
Child Abuse	Shaken Baby Syndrome
Child Care	Child Day Care Centers
Child Care	Child Rearing
Child Care	Infant Care
Child Custody	Child Advocacy
Child Day Care Centers	Child Care
Child Day Care Centers	Nurseries
Child Development	Growth
Child Development	Motor Skills
Child Development	Personality Development
Child Health Services	Child Health
Child Health Services	Child Welfare
Child Nutritional Physiological Phenomena	Adolescent Nutritional Physiological Phenomena
Child Nutritional Physiological Phenomena	Infant Nutritional Physiological Phenomena
Psychology, Child	Child Development
Psychology, Child	Psychology, Developmental
Child Rearing	Parenting
Child Welfare	Adolescent Health
Child Welfare	Child Health
Child Welfare	Foster Home Care
Child, Exceptional	Early Intervention (Education)
Child, Exceptional	Mainstreaming (Education)
Chimera	Freemartinism
Chimera	Mosaicism
Chiropractic	Manipulation, Chiropractic
Chiropractic	Manipulation, Orthopedic
Chlorophyll	Photosynthesis
Chloroplasts	Photosynthesis
Cholangiopancreatography, Endoscopic Retrograde	Sphincterotomy, Endoscopic
Cholangitis	Cholecystitis
Cholecalciferol	Receptors, Calcitriol
Cholecystectomy	Postcholecystectomy Syndrome
Cholecystitis	Cholangitis
Cholecystokinin	Gastrointestinal Agents
Cholecystokinin	Receptors, Cholecystokinin
Choledochostomy	Postcholecystectomy Syndrome
Cholera	Cholera Morbus
Cholestasis	Jaundice, Obstructive
Cholestasis, Intrahepatic	Jaundice, Obstructive
Cholesterol	Embolism, Cholesterol
Cholesterol	Hypercholesterolemia
Sterol Esterase	Cholesterol Ester Storage Disease
Cholesterol, Dietary	Hypercholesterolemia
Cholesterol, Dietary	Hyperlipoproteinemia Type II
Cholinergic Fibers	Cholinergic Neurons
Cholinesterase Inhibitors	Insecticides
Chondrocalcinosis	Gout
Choriocarcinoma	Choriocarcinoma, Non-gestational
Chorion	Chorioallantoic Membrane
Choroid Plexus	Cerebral Ventriculography
Choroiditis	Chorioretinitis
Hemophilia B	Hemophilia A
Chromatids	Sister Chromatid Exchange
Chromatophores	Pigmentation
Chromium	Chromium Isotopes
Chromium	Chromium Radioisotopes
Chromium Alloys	Dental Materials
Chromosome Aberrations	Chromosome Disorders
Chromosome Aberrations	Cytogenetic Analysis
Chromosome Deletion	Gene Deletion
Chromosome Fragility	Chromosome Breakage
Chromosome Fragility	Chromosome Fragile Sites
Chromosome Fragility	Fragile X Syndrome
Chromosome Fragility	Trinucleotide Repeat Expansion
Chromosome Mapping	Cytogenetic Analysis
Chromosome Mapping	Gene Order
Chromosome Mapping	Polymorphism, Restriction Fragment Length
Chromosome Mapping	Synteny
Chromosomes	Karyotyping
Chromosomes, Human, Pair 22	Philadelphia Chromosome
Chronic Disease	Pain Management
Chronobiology Phenomena	Biological Clocks
Chronobiology Phenomena	Chronobiology Discipline
Chronobiology Phenomena	Chronobiology Disorders
Chronobiology Phenomena	Chronotherapy
Chronobiology Phenomena	Drug Chronotherapy
Chronobiology Phenomena	Sleep Phase Chronotherapy
Chrysosporium	Onygenales
Cicatrix	Keloid
Cilia	Epithelium
Ciliary Body	Trabeculectomy
Cinchona	Cinchona Alkaloids
Circadian Rhythm	Biological Clocks
Circadian Rhythm	Chronotherapy
Circadian Rhythm	Circadian Clocks
Circadian Rhythm	Photoperiod
Circumcision, Male	Foreskin
Cisterna Magna	Ventriculostomy
Cities	Urban Health
Cities	Urban Population
Cities	Urbanization
Citrates	Citric Acid Cycle
Civil Defense	United States Department of Homeland Security
Civil Disorders	Dissent and Disputes
Classification	Phylogeny
Cleavage Stage, Ovum	Cell Division
Climate	Acclimatization
Clinical Competence	Culturally Competent Care
Clinical Protocols	Clinical Trials as Topic
Clinical Protocols	Critical Pathways
Clinical Protocols	Patient Care Planning
Clinical Protocols	Patient Selection
